,gene,importance
10792,Nudt19,9.761573828257443e-07
3625,Creld1,9.756543068031948e-07
8719,Kif3a,9.75156664393687e-07
3756,Ctss,9.749170270861763e-07
1575,Arfip1,9.74728592282231e-07
8315,Inadl,9.746860442771404e-07
1987,B430203G13Rik,9.745231825452817e-07
7720,Hcfc2,9.730371880243387e-07
2250,Boc,9.729420733488445e-07
12214,Psmd5,9.729003617957203e-07
4922,Ermap,9.728258111677307e-07
3849,Cyp4f13,9.723799019582865e-07
14129,Slc7a8,9.71633937044183e-07
1037,Adam15,9.71460009697479e-07
8777,Klhl20,9.713111137207934e-07
7276,Gm9888,9.711009264780612e-07
15471,Tmem41b,9.710438302781329e-07
14094,Slc4a1ap,9.698105096265752e-07
14079,Slc43a2,9.694855446315716e-07
5767,Gcc2,9.694497729860096e-07
5650,G0s2,9.68572644099622e-07
9599,Megf6,9.682547069279285e-07
15719,Trem3,9.67802197766994e-07
9144,Lrrc14,9.675410365309739e-07
13806,Shisa2,9.673268286806693e-07
13258,Rpusd1,9.658689749250096e-07
3031,Cenph,9.651465488984823e-07
11733,Pmpca,9.64736290374914e-07
8201,Ift80,9.64060264251459e-07
7377,Gpaa1,9.636890921599599e-07
2039,BC029214,9.636625192560742e-07
8030,Hps4,9.6357875031537e-07
5052,Faf1,9.633379171685765e-07
4457,Dusp14,9.630492764141275e-07
14076,Slc41a2,9.63023006682631e-07
8600,Kcng2,9.627978382365593e-07
17100,Zfp867,9.62750756879591e-07
12261,Ptges3l,9.61490729933091e-07
10548,Nkapl,9.614461199832476e-07
15087,Telo2,9.613039447825383e-07
11386,Pfkm,9.611909867696522e-07
10343,Ncs1,9.611382521094628e-07
1735,Asb13,9.600280618892012e-07
4663,Eid2b,9.597719702618775e-07
3542,Cox16,9.595543080920885e-07
12604,Rars2,9.5939270459601e-07
7802,Hhex,9.591934560911258e-07
14924,Tanc2,9.58901606822287e-07
22,1110001J03Rik,9.582029468070251e-07
12229,Pspc1,9.578944120492497e-07
9072,Lnpk,9.567887113615864e-07
14819,Syap1,9.567825795445828e-07
13455,Scaf4,9.565250640900095e-07
16099,Ube2z,9.561867553851075e-07
8458,Itga6,9.553991894895216e-07
2509,Camkk2,9.552281795740815e-07
15386,Tmem181a,9.552118810244807e-07
1608,Arhgap42,9.548995624792077e-07
5545,Foxk1,9.547936422266637e-07
5584,Frrs1,9.546260869706514e-07
12032,Prickle1,9.545115204676761e-07
8433,Isg20l2,9.542224120480267e-07
13585,Selenot,9.51983590800231e-07
1586,Arhgap17,9.51728066365736e-07
14997,Tbrg4,9.516639995075001e-07
5005,Exosc7,9.51447199751029e-07
5494,Flywch1,9.500306647744157e-07
12343,Pus3,9.500026196100728e-07
16277,Ust,9.496529625836711e-07
11310,Pdpk1,9.48911883901526e-07
1495,Apba3,9.488596217394431e-07
37,1110032A03Rik,9.482362443880052e-07
1364,Amz2,9.478819967146903e-07
12773,Retnlg,9.474158804419826e-07
12124,Prr14,9.472105015700637e-07
8206,Igdcc4,9.463567776151534e-07
9739,Mif4gd,9.456563364659327e-07
3190,Chpf2,9.456245271927494e-07
5,0610009L18Rik,9.454896319673825e-07
5476,Fktn,9.451148788950737e-07
12442,Rab10os,9.450540441691562e-07
11950,Ppp1r8,9.449039518448749e-07
15081,Tef,9.4407785848337e-07
12541,Rad51d,9.438992737929834e-07
697,A430033K04Rik,9.438538997937605e-07
850,Aagab,9.429904464024795e-07
14676,Stbd1,9.426324993690398e-07
9181,Lrrc75a,9.425486995461131e-07
5936,Gm10110,9.420522603598582e-07
4326,Dnase1l1,9.415615451812872e-07
8118,Hykk,9.414958056501795e-07
7618,Gyg,9.404907106349085e-07
7740,Hddc3,9.403184092430942e-07
3024,Cemip2,9.40039298741233e-07
2560,Carf,9.399848541678997e-07
7670,Hacd3,9.398692610079127e-07
2881,Cd79a,9.397860996492199e-07
11655,Plekhf1,9.384337147093904e-07
14614,Sstr1,9.383167708929318e-07
16568,Wrnip1,9.382100252677353e-07
12096,Proser1,9.379610683345562e-07
16988,Zfp605,9.378488359674612e-07
9944,Mrpl19,9.368087923747311e-07
3605,Cradd,9.361993763146163e-07
6140,Gm13056,9.361917855257468e-07
5083,Fam120b,9.359793508069262e-07
10220,N4bp1,9.357134099386215e-07
8384,Ipo8,9.355048477251127e-07
3050,Cep120,9.354367498661633e-07
8355,Ints1,9.347677360910083e-07
13419,Sap30,9.345870499200766e-07
16767,Zdhhc16,9.333689826847426e-07
255,2500004C02Rik,9.330929789301436e-07
15283,Tma16,9.330460159614864e-07
14960,Tbc1d17,9.329265917525777e-07
14735,Stt3b,9.328458069307419e-07
11204,Pcgf2,9.327899407527192e-07
8319,Incenp,9.326009111178503e-07
12640,Rbak,9.32492489008777e-07
9679,Mfsd14b,9.313792155229764e-07
12682,Rbm42,9.313707911834669e-07
15517,Tmem98,9.310804712568514e-07
9289,Lzic,9.308346546462115e-07
9418,Mapk1ip1,9.306618916820734e-07
17256,Zswim1,9.301014872771016e-07
2858,Cd320,9.297769639420177e-07
15734,Trim13,9.297669771182774e-07
16362,Vnn1,9.297666935564325e-07
2865,Cd40,9.296836613284716e-07
8559,Kat2a,9.294018887906428e-07
8560,Kat2b,9.289252177703441e-07
15408,Tmem201,9.288226549775473e-07
16753,Zcchc4,9.28653326209465e-07
14072,Slc39a9,9.284888859807933e-07
3848,Cyp4b1,9.281539929157689e-07
11747,Pno1,9.280025202848861e-07
5385,Fdxacb1,9.276609336998283e-07
11151,Pcdh19,9.266169605380218e-07
8977,Lgalsl,9.264376028833296e-07
5132,Fam173b,9.260800444294472e-07
5448,Figf,9.25700857613581e-07
16705,Zbtb41,9.255764936825302e-07
15941,Ttf1,9.249550040765629e-07
3553,Cox6b2,9.247233188068196e-07
9497,Mbtps2,9.247193260239587e-07
14138,Slc9a5,9.240006991469975e-07
17214,Zmpste24,9.238880141327268e-07
13844,Sin3a,9.233669327689059e-07
10831,Nup98,9.229964165802164e-07
989,Acp5,9.229198379752863e-07
10043,Msra,9.219868436451637e-07
14151,Slf1,9.219576318086614e-07
15393,Tmem185b,9.218649861159278e-07
9476,Mb21d1,9.217383984269784e-07
2747,Ccdc86,9.215417598836434e-07
14540,Src,9.208017987833009e-07
16913,Zfp398,9.200240590296078e-07
11818,Polr3e,9.19686271795177e-07
15314,Tmem104,9.196125389925533e-07
3736,Ctnnbip1,9.192887332241091e-07
9895,Mpo,9.191090960176481e-07
7529,Grpr,9.190354322927545e-07
7093,Gm5518,9.190006020336815e-07
15361,Tmem158,9.189430223347089e-07
3731,Ctla2b,9.188864610860093e-07
17210,Zmat5,9.181181904725935e-07
5894,Glra1,9.170480971201419e-07
12375,Pyroxd1,9.16754518299762e-07
5608,Ftx,9.160406978533818e-07
10002,Mrps28,9.145846396330301e-07
9504,Mcc,9.145570052175999e-07
10734,Nsmce3,9.142944971517881e-07
13511,Scube1,9.140627729431308e-07
16229,Usp10,9.136452749709239e-07
16918,Zfp410,9.133746902437189e-07
4203,Dip2a,9.129150789552545e-07
13974,Slc25a40,9.127458241154478e-07
14700,Stk3,9.125981590988653e-07
4165,Dhrs13,9.12335962824071e-07
3988,Dcaf12,9.119925324837142e-07
14867,Syt9,9.117484576488876e-07
2903,Cdc25c,9.116943418712889e-07
9196,Lrrk1,9.1096200268141e-07
9424,Mapk8ip1,9.10634165805982e-07
287,2610318N02Rik,9.098913546358495e-07
12736,Rdh14,9.084810693326878e-07
14275,Snap47,9.080375753806304e-07
8054,Hsd11b1,9.077801008663091e-07
11468,Phospho2,9.072535623980979e-07
3986,Dcaf10,9.067171857226797e-07
9625,Metrn,9.06445253352293e-07
15240,Tinagl1,9.055429611142543e-07
1830,Atp11c,9.053086087084032e-07
13552,Sec16a,9.041025055317717e-07
7429,Gpr155,9.040910984317803e-07
16373,Vps18,9.03865067671318e-07
2953,Cdipt,9.037471123709223e-07
3078,Cep83,9.035902324880671e-07
16245,Usp28,9.035549852007573e-07
4029,Dcun1d2,9.028404876115277e-07
10878,Ofd1,9.02456858646753e-07
11826,Pomc,9.024284975450252e-07
13532,Sdhaf1,9.021348346799831e-07
17049,Zfp729a,9.008819075436141e-07
7636,H2-DMa,9.005746523457701e-07
990,Acp6,9.002135686175987e-07
13701,Setx,9.001202391845406e-07
14787,Supt3,8.998717087636303e-07
5548,Foxl2,8.992184868089843e-07
7520,Grk4,8.991087984247453e-07
12494,Rab43,8.976733664204597e-07
9855,Mocs3,8.968741022508498e-07
16251,Usp33,8.960273094098351e-07
7344,Gnpat,8.955260217399331e-07
1486,Ap4m1,8.949515109029602e-07
5317,Fbxl4,8.947185388109352e-07
522,5033428I22Rik,8.942828695645078e-07
15984,Tufm,8.929171514983251e-07
3663,Cryz,8.923242843150235e-07
1313,Alkbh3,8.919630285494741e-07
15184,Thoc1,8.919552566566162e-07
1657,Arl15,8.912769808048322e-07
12084,Proca1,8.909668346518125e-07
1801,Atg14,8.908936571807627e-07
13355,Rwdd4a,8.905817192233684e-07
6407,Gm17196,8.904895202288059e-07
4741,Elmo3,8.903299001160358e-07
5035,F830016B08Rik,8.897977910442257e-07
8108,Htt,8.897416224110119e-07
8381,Ipo4,8.889119714280657e-07
16779,Zdhhc7,8.886664931641575e-07
16142,Uck2,8.878439626729914e-07
13016,Rnpepl1,8.873344887461644e-07
16609,Xpo7,8.870463214196678e-07
8928,Lcmt2,8.867377706461447e-07
14530,Sptlc2,8.867358070239821e-07
13944,Slc25a1,8.864199241579723e-07
8956,Leng9,8.860645222679499e-07
7911,Hmbox1,8.856492189079898e-07
12870,Ric3,8.852293383570876e-07
15741,Trim26,8.847568175653086e-07
6902,Gm43362,8.846323306185622e-07
17000,Zfp62,8.844398216430876e-07
10920,Optn,8.842778408851291e-07
8302,Immp2l,8.83917262576009e-07
3808,Cyb561,8.828300404637959e-07
4350,Dock10,8.826751857760198e-07
12302,Ptpn3,8.826474554473713e-07
12918,Rmnd5b,8.822893934353321e-07
7765,Hecw2,8.820743874839041e-07
12372,Pygo1,8.814929518403199e-07
2765,Ccl19,8.814446504445618e-07
11591,Pkp3,8.813663194187404e-07
11845,Pot1b,8.80975534676024e-07
16578,Wwox,8.808432898982379e-07
10731,Nsmaf,8.808182614613004e-07
8727,Kif7,8.80398941672821e-07
706,A4galt,8.801177211884746e-07
11087,Parg,8.795504965387368e-07
5766,Gcc1,8.795101982891697e-07
8550,Kank3,8.793468149158037e-07
11965,Ppp2r5b,8.788686387680093e-07
3399,Cnot9,8.785999972492084e-07
16402,Vrk1,8.783574642272644e-07
1558,Arap3,8.78290055639527e-07
7759,Heca,8.781426048869127e-07
7626,Gzme,8.779523479474602e-07
15733,Trim12c,8.778857146958413e-07
16411,Vstm4,8.777126309912993e-07
73,1600014C10Rik,8.759562373229535e-07
11326,Pdzk1ip1,8.75440107622738e-07
12699,Rbmx2,8.75404250511584e-07
2447,Cacna1a,8.753398819710208e-07
15261,Tle6,8.752158463731076e-07
9097,Lpgat1,8.750380074761365e-07
5806,Gemin8,8.749964644852719e-07
14890,Taf1,8.74948178284004e-07
17088,Zfp825,8.74745354876267e-07
17134,Zfp948,8.740870021531614e-07
11630,Plcg1,8.740379693556495e-07
9205,Lrrtm4,8.736108272176871e-07
13621,Senp7,8.736011913084228e-07
10132,Mut,8.730366745100474e-07
11364,Pex14,8.72248028968431e-07
4361,Dok2,8.717617589981309e-07
4998,Exog,8.716668293186969e-07
2731,Ccdc66,8.710746657499207e-07
300,2700062C07Rik,8.706458436112444e-07
9870,Morn2,8.694575416704784e-07
13821,Shprh,8.68893051986872e-07
12079,Prmt7,8.688147118307018e-07
8358,Ints12,8.687870212843534e-07
7367,Gorab,8.686503147725636e-07
383,3632451O06Rik,8.683731443395237e-07
2132,Bcat2,8.683626670553476e-07
12836,Rhag,8.681155016126809e-07
9876,Mospd1,8.678801051416712e-07
13433,Sart3,8.677447096819463e-07
8440,Isoc2a,8.673293236306153e-07
14437,Spag1,8.66492136486785e-07
13518,Sdad1,8.650884765361772e-07
8673,Kdm6a,8.645566142461829e-07
10096,Mtmr10,8.638654764388127e-07
10468,Nf2,8.637555633901973e-07
14707,Stk38l,8.634748913079828e-07
1305,Alg3,8.634545913666037e-07
15786,Trmt1,8.627051267088628e-07
5344,Fbxo42,8.625182143340984e-07
12590,Rapgef2,8.617179637910319e-07
4607,Eepd1,8.609389710471107e-07
6624,Gm26771,8.598252019646966e-07
2759,Ccdc97,8.592324980693056e-07
2032,BC024978,8.591525217326438e-07
4452,Dus4l,8.591067962585545e-07
16617,Xrcc6,8.584751426328489e-07
1489,Ap5m1,8.583421640330395e-07
463,4930556M19Rik,8.582597046872237e-07
15884,Tspan9,8.578319250988165e-07
4532,E430018J23Rik,8.57747564823412e-07
16157,Uggt1,8.571582111420383e-07
1725,Arxes1,8.567262373034862e-07
16394,Vps50,8.565337628722878e-07
14002,Slc2a13,8.563221813518943e-07
17092,Zfp84,8.559441656097017e-07
8861,L3hypdh,8.552806598268017e-07
10296,Naxd,8.548272852275449e-07
10851,Nxt1,8.546759312031554e-07
15208,Tiam2,8.542454866220077e-07
13316,Rtkn,8.542309954364716e-07
2030,BC023829,8.540940224771786e-07
844,AW554918,8.538224161194096e-07
4486,Dync2h1,8.537987052802056e-07
7528,Grpel2,8.536720830668855e-07
12677,Rbm38,8.536636235421337e-07
14966,Tbc1d23,8.535314731183722e-07
4863,Ephb3,8.53486680541919e-07
13645,Sergef,8.529091922970382e-07
11021,Pacsin3,8.52774841478285e-07
9397,Map3k8,8.526788587330525e-07
5212,Fam49b,8.525986074484214e-07
5420,Fgfbp3,8.518859710836693e-07
6452,Gm19412,8.518299777015296e-07
4605,Eef2kmt,8.517427556426208e-07
4965,Etv4,8.510803980445083e-07
17070,Zfp780b,8.503874882133579e-07
15610,Tom1,8.500996029477249e-07
9893,Mplkip,8.499200607171385e-07
2403,C330006A16Rik,8.497861416818016e-07
4527,E2f6,8.497471815227909e-07
11869,Pparg,8.491547888078687e-07
16525,Wfdc2,8.487139261658438e-07
7833,Hist1h1a,8.482388873572806e-07
16259,Usp40,8.480650754080959e-07
1483,Ap3s2,8.471280768418559e-07
1304,Alg2,8.468926983672673e-07
10353,Ndnl2,8.46844968200823e-07
665,9930111J21Rik2,8.464520974765453e-07
5520,Fndc5,8.464000013518571e-07
15483,Tmem55a,8.451408624268577e-07
9678,Mfsd14a,8.449385427658497e-07
4259,Dmkn,8.441429438351824e-07
16786,Zfand1,8.436464897805273e-07
7442,Gpr19,8.43271666138136e-07
13713,Sfi1,8.432257857558834e-07
10434,Nek2,8.429191721108716e-07
5384,Fdx2,8.425982469431235e-07
16464,Wdr19,8.424006963889035e-07
7411,Gpn1,8.42334498807608e-07
17229,Znhit2,8.418652470208621e-07
10026,Msantd2,8.411853152405491e-07
222,2310033P09Rik,8.409519743386296e-07
14116,Slc6a8,8.404745423866478e-07
3589,Cpsf3l,8.398059646562885e-07
9033,Lipt1,8.398047609570389e-07
3648,Crtc1,8.397883486988827e-07
16476,Wdr37,8.39289710085826e-07
10236,Naa40,8.384048318966083e-07
9558,Mecom,8.37711801263298e-07
11933,Ppp1r18,8.374482536717611e-07
16858,Zfp27,8.374278712374209e-07
2929,Cdca5,8.370738080844592e-07
2336,Bud31,8.364260369491126e-07
5853,Gins4,8.359969658480024e-07
3949,Dact1,8.359162012231971e-07
16104,Ube4b,8.357325423290345e-07
1466,Ap1b1,8.351611246119757e-07
10214,Mysm1,8.351603990868101e-07
16707,Zbtb43,8.349647434065715e-07
5316,Fbxl3,8.348773543109275e-07
16755,Zcchc6,8.346126113189745e-07
12601,Rarres1,8.343051197951918e-07
8996,Lif,8.341265395820434e-07
5966,Gm10269,8.341056639786472e-07
6400,Gm17056,8.340869587566634e-07
485,4932438A13Rik,8.339756074373807e-07
1366,Anapc10,8.33594128780581e-07
5436,Fhit,8.334392310963884e-07
4806,Eno1b,8.334090943815487e-07
6871,Gm4285,8.32792968446213e-07
9122,Lrig1,8.317144355324551e-07
15801,Trmt61a,8.316677405533872e-07
1492,Apaf1,8.307923417864154e-07
15373,Tmem17,8.30177913267288e-07
5835,Ghdc,8.300711713665522e-07
7837,Hist1h1e,8.298504948032734e-07
10083,Mthfd1,8.297827530782837e-07
8357,Ints11,8.286909923747354e-07
1104,Adgra3,8.286734477083713e-07
12471,Rab2b,8.279717478838743e-07
3437,Coil,8.278079704778121e-07
7584,Gtf2ird2,8.264018279898451e-07
8759,Klf8,8.260824715880778e-07
16372,Vps16,8.258137957916065e-07
4678,Eif2b4,8.247419709068924e-07
15441,Tmem251,8.241809770718592e-07
5400,Fez2,8.238428261838506e-07
16280,Utp14a,8.237069187303782e-07
15296,Tmcc3,8.229797001547311e-07
4359,Dohh,8.226359382024645e-07
15144,Tgds,8.211918093039279e-07
14489,Spint2,8.209559256859767e-07
10092,Mtif3,8.203091703619094e-07
13324,Rtn1,8.20146905251524e-07
6859,Gm4258,8.1932841004611e-07
8924,Lcat,8.19278047577915e-07
15612,Tom1l2,8.191115780076743e-07
16179,Unc45a,8.186526456047156e-07
15833,Trpm4,8.185622376238252e-07
5676,Gabra4,8.180572399544603e-07
12348,Pvrl1,8.178186248769298e-07
4494,Dynlt1c,8.172542872422643e-07
10297,Naxe,8.170309381013093e-07
10128,Mum1l1,8.162431691090014e-07
4991,Exoc3l4,8.161970516912172e-07
3032,Cenpi,8.160830266280565e-07
5965,Gm10263,8.160710661398956e-07
9571,Med16,8.160559202977218e-07
7703,Haus8,8.158025645108604e-07
8399,Irak1,8.154119086942395e-07
1141,Adprhl2,8.152491402054169e-07
3070,Cep57,8.149803997563012e-07
10672,Nr1d2,8.149327692007076e-07
6877,Gm42928,8.14164306834782e-07
15748,Trim32,8.139085920186836e-07
17067,Zfp775,8.134720724836219e-07
8275,Il1rl1,8.128131414664189e-07
5671,Gabpb1,8.127699854674931e-07
3640,Crmp1,8.125461781533522e-07
13739,Sgf29,8.123780390287111e-07
12117,Prps1l3,8.122873933008909e-07
7438,Gpr18,8.119188656177956e-07
2409,C330027C09Rik,8.117673217492491e-07
16724,Zc3h10,8.113837273360901e-07
2320,Btbd9,8.10574321517692e-07
10912,Opa1,8.102534871570763e-07
12543,Rad54b,8.101310161790405e-07
1898,Atp9b,8.100028251641812e-07
15019,Tceal1,8.098257668578014e-07
1050,Adamdec1,8.093287032156226e-07
13575,Selenbp1,8.087167621271098e-07
3067,Cep41,8.082702691366028e-07
6799,Gm37233,8.077505089381155e-07
10138,Mvp,8.075157190306401e-07
9753,Mios,8.070045612379791e-07
11099,Parp2,8.070021818030777e-07
14452,Spata5,8.065461626774907e-07
12662,Rbm15,8.061940906060702e-07
13776,Sh3d21,8.060497008412315e-07
1946,B230118H07Rik,8.058286261179878e-07
2088,Baiap2,8.05092072147087e-07
7721,Hck,8.04769929626196e-07
7071,Gm5148,8.046491409776439e-07
14335,Snrpn,8.041124635203048e-07
14351,Snx16,8.03998382655199e-07
13003,Rnf5,8.032405034387662e-07
251,2410089E03Rik,8.028349021102142e-07
10677,Nr2c2,8.026991091706415e-07
14845,Synm,8.025685687753344e-07
16608,Xpo6,8.024338296083056e-07
11373,Pex7,8.024221737373088e-07
1423,Ankrd45,8.023219494174958e-07
14803,Suv39h1,8.021497834729533e-07
13065,Rpl13a-ps1,8.017008274081863e-07
14291,Snhg11,8.012400083018654e-07
16349,Vipas39,8.010510345519696e-07
5039,Faap100,8.008300323667703e-07
9373,Map2k1,8.007142950947218e-07
12559,Ralgapa1,8.003836630963683e-07
5307,Fbxl15,8.003201986488891e-07
3295,Clec2d,8.001721975770937e-07
14896,Taf1a,7.998171614578642e-07
12120,Prpsap2,7.9962942124251e-07
5702,Galnt16,7.987832367939873e-07
354,2900097C17Rik,7.986262221088748e-07
11784,Pole2,7.980853951799219e-07
4108,Dennd2a,7.972817524567479e-07
16289,Utp6,7.972009021481629e-07
4865,Ephb6,7.969553568380302e-07
9793,Mlh3,7.967780808225686e-07
14925,Tango2,7.965212149127983e-07
3461,Col4a3bp,7.953968169074888e-07
874,Abca9,7.953023055944827e-07
2338,Bvht,7.941073013585238e-07
13689,Setd1a,7.935967696199292e-07
3372,Cndp2,7.927862101132603e-07
9804,Mlx,7.917019244905415e-07
702,A430105I19Rik,7.915784075001048e-07
9618,Mesdc1,7.912692622947716e-07
8344,Inpp5e,7.903547339112455e-07
15279,Tm9sf1,7.901802282396962e-07
9013,Lin37,7.899572903762057e-07
10158,Myd88,7.894561384184345e-07
4761,Elp6,7.889541009925064e-07
10582,Nmrk1,7.887491278647476e-07
165,1810024B03Rik,7.883462579104085e-07
3242,Cisd3,7.871239764973067e-07
11337,Peg10,7.868784701279622e-07
5932,Gm10093,7.862427779131236e-07
3985,Dcaf1,7.860860472478303e-07
16778,Zdhhc6,7.859320925760558e-07
8380,Ipo13,7.856217186363069e-07
13009,Rngtt,7.848716815046947e-07
10674,Nr1h3,7.848379680961268e-07
2445,Cacfd1,7.84794717655491e-07
4286,Dnaja3,7.847645322010065e-07
5349,Fbxo5,7.834701953533392e-07
14766,Sufu,7.833094811710759e-07
15546,Tnfaip3,7.82814333590955e-07
16200,Uqcc1,7.826758386312162e-07
4826,Entpd7,7.824978016945717e-07
12047,Prkar1b,7.823190343362948e-07
6218,Gm14305,7.82286029715148e-07
9978,Mrpl53,7.811671748542889e-07
11535,Pik3r4,7.806576056420197e-07
17050,Zfp729b,7.801539814385569e-07
15458,Tmem30b,7.794998983258055e-07
10611,Nop14,7.787748873905159e-07
12783,Rexo4,7.782930365383775e-07
14193,Smarcad1,7.782440017420256e-07
5012,Extl2,7.77093106224391e-07
12158,Prss50,7.770645724494112e-07
11038,Pak4,7.768973662089924e-07
10789,Nudt16l1,7.765522397778358e-07
11760,Poc1b,7.765255537688828e-07
8709,Kif21a,7.753267447395665e-07
14971,Tbc1d31,7.75239588825336e-07
13947,Slc25a12,7.751498696811004e-07
9726,Micu2,7.751147173481358e-07
4313,Dnajc24,7.73895522163635e-07
17220,Zmym6,7.73498505685324e-07
8553,Kansl1l,7.732604723586445e-07
1029,Acy3,7.729863835541096e-07
8918,Lbhd2,7.729520357678851e-07
2298,Brpf1,7.724680111215705e-07
12766,Reps2,7.718476379044038e-07
3473,Col7a1,7.718079327356842e-07
5391,Fen1,7.71458623549725e-07
4055,Ddx10,7.713397496295684e-07
6165,Gm13431,7.708742553631677e-07
16699,Zbtb34,7.706318764394656e-07
14746,Stx3,7.700109510716108e-07
14137,Slc9a3r2,7.699204760702474e-07
15165,Thap1,7.698048244132668e-07
5668,Gabbr1,7.69266464045795e-07
11125,Paxip1,7.685153598993472e-07
11484,Pi4k2b,7.685059789192836e-07
14731,Strn,7.680539458172454e-07
14827,Sympk,7.677422717618186e-07
1173,Aftph,7.676690021032191e-07
10110,Mtr,7.670714636121706e-07
14356,Snx20,7.669997077385388e-07
11756,Pnpt1,7.666885287818502e-07
3993,Dcaf17,7.664497959724376e-07
1718,Arsk,7.664191925319475e-07
12916,Rmnd1,7.66120772175088e-07
8567,Katnal1,7.658876039026901e-07
5264,Fancf,7.657161452800248e-07
14954,Tbc1d10c,7.655929780909575e-07
10813,Nup153,7.649119904899334e-07
3171,Chm,7.636554652497455e-07
7928,Hmgcll1,7.627149316672987e-07
5758,Gbp3,7.623010634451661e-07
10088,Mthfs,7.619971715541524e-07
1308,Alg8,7.619644006558984e-07
4145,Dgkd,7.617066628467274e-07
14838,Syngap1,7.617003980474034e-07
9388,Map3k2,7.611807091900629e-07
10894,Olfm1,7.611586325702506e-07
9645,Mettl26,7.611048613472528e-07
10108,Mtpap,7.610246067409765e-07
13596,Sema3a,7.60896280884413e-07
219,2310022A10Rik,7.607076207768461e-07
4196,Diaph3,7.603465660473064e-07
66,1500012F01Rik,7.603347345571889e-07
1823,Atn1.1,7.599271889298232e-07
3329,Clpb,7.596923962601418e-07
12599,Rarb,7.595470480305879e-07
9512,Mcm10,7.592780148202526e-07
9353,Man2b2,7.587480032988783e-07
4815,Enpp3,7.587287021270691e-07
14601,Ssfa2,7.5872321315553e-07
5450,Fignl1,7.585284533307435e-07
10465,Nexmif,7.582041946383743e-07
9170,Lrrc49,7.581614531317726e-07
5028,F3,7.572980482203851e-07
6576,Gm26606,7.571256388509638e-07
361,3110002H16Rik,7.569801984914678e-07
3879,D130017N08Rik,7.569278914284264e-07
16085,Ube2l6,7.568263239790764e-07
10275,Napg,7.562855355462445e-07
12317,Ptprm,7.560006433879985e-07
4866,Ephx1,7.552651210197353e-07
12040,Prkab1,7.552108453164399e-07
9761,Mir22hg,7.550612723079527e-07
4954,Ethe1,7.544997761206491e-07
8067,Hsf2,7.544051866195775e-07
9014,Lin52,7.540909878018957e-07
9342,Maml2,7.538969262327067e-07
5413,Fgf13,7.537559032047704e-07
16883,Zfp329,7.536123461195018e-07
16690,Zbtb2,7.534455060617775e-07
5310,Fbxl18,7.533355520805356e-07
11552,Pip4p2,7.53321536954903e-07
602,9030624J02Rik,7.532192165998117e-07
12155,Prss36,7.530123327494998e-07
3259,Clasp1,7.529847227116107e-07
5049,Fads2,7.525433368025213e-07
14359,Snx24,7.521646529670968e-07
11483,Pi4k2a,7.520226188611729e-07
3890,D17Wsu92e,7.51843849224706e-07
3429,Cog1,7.518287466965134e-07
6094,Gm12254,7.517426375854822e-07
5234,Fam73a,7.512320510962835e-07
444,4930503L19Rik,7.511720494754701e-07
15114,Tex10,7.503532214611408e-07
15382,Tmem178,7.502531713760674e-07
12234,Pstpip2,7.496670495294676e-07
931,Abt1,7.495373269223265e-07
1518,Apmap,7.4928100539421e-07
210,2310001H17Rik,7.487919735386711e-07
13417,Sap18b,7.485132700471401e-07
1866,Atp5sl,7.483085609290978e-07
8945,Ldoc1l,7.482093192875466e-07
1638,Arhgef5,7.478260180645613e-07
7427,Gpr146,7.476931626790464e-07
5856,Git1,7.471686304616232e-07
5919,Gm10031,7.463423962148783e-07
12716,Rcbtb1,7.452570530418752e-07
15362,Tmem159,7.451288060625896e-07
4816,Enpp4,7.450394376440381e-07
11387,Pfkp,7.444749000903276e-07
16689,Zbtb18,7.4443326806915e-07
11864,Ppapdc1b,7.44337377093417e-07
2490,Calml3,7.44117208126604e-07
1309,Alg9,7.436467278495849e-07
11702,Plrg1,7.436392488458614e-07
5496,Fmc1,7.434226069567677e-07
14406,Sox12,7.432204608953061e-07
9113,Lrch3,7.43219410797014e-07
4898,Ercc3,7.427382430505952e-07
3172,Chml,7.42508361519481e-07
8100,Htatip2,7.421702738751036e-07
15852,Tsen2,7.419767626547554e-07
15455,Tmem268,7.419496185385252e-07
15317,Tmem106c,7.418889953029903e-07
7583,Gtf2ird1,7.412990100555013e-07
12359,Pxdn,7.412587940563035e-07
8827,Krba1,7.410732383523175e-07
11860,Ppan,7.408377210863881e-07
16637,Yeats2,7.408320808923046e-07
2376,C1qtnf7,7.407982092138224e-07
10606,Nolc1,7.403091769710767e-07
15062,Tdp1,7.402356193595932e-07
3535,Coro7,7.397701579055921e-07
6677,Gm27029,7.394115608167812e-07
15378,Tmem175,7.393689532143769e-07
12516,Rabgef1,7.393380837566085e-07
7401,Gpd2,7.380669558933877e-07
14310,Snorc,7.378755749509012e-07
2094,Banp,7.377203801716976e-07
2117,Bbs7,7.369026900254167e-07
16521,Wee1,7.367062782618957e-07
16953,Zfp513,7.365896703661708e-07
3691,Csnk2a2,7.365348166748676e-07
5150,Fam189b,7.364058278081898e-07
13334,Rubcn,7.363843777690491e-07
16583,Xaf1,7.362908401017517e-07
2515,Camsap2,7.361869124808233e-07
7505,Grik2,7.360522892621562e-07
13826,Shroom4,7.354294752258458e-07
1821,Atmin,7.345921566463074e-07
2501,Camk2a,7.340360636018551e-07
14759,Styx,7.339017965155178e-07
10709,Nrm,7.332131759926078e-07
16606,Xpo4,7.32683599647992e-07
